Geography,Geography code,Week,CauseOfDeath,PlaceOfDeath,RegistrationOrOccurrence,death2020
Camden,E09000007,Week 21,COVID 19,Home,Registrations,0
Camden,E09000007,Week 21,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 21,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 21,COVID 19,Hospital,Occurrences,1
Camden,E09000007,Week 21,COVID 19,Hospital,Registrations,3
Camden,E09000007,Week 21,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 21,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 22,COVID 19,Care home,Occurrences,1
Camden,E09000007,Week 22,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 22,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 22,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 22,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 22,COVID 19,Home,Registrations,1
Camden,E09000007,Week 22,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 22,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 22,COVID 19,Hospital,Occurrences,0
Camden,E09000007,Week 22,COVID 19,Hospital,Registrations,0
Camden,E09000007,Week 22,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 22,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 23,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 23,COVID 19,Care home,Registrations,1
Camden,E09000007,Week 23,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 23,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 23,COVID 19,Home,Occurrences,1
Camden,E09000007,Week 23,COVID 19,Home,Registrations,2
Camden,E09000007,Week 23,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 23,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 23,COVID 19,Hospital,Occurrences,1
Camden,E09000007,Week 23,COVID 19,Hospital,Registrations,2
Camden,E09000007,Week 23,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 23,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 24,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 24,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 24,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 24,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 24,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 24,COVID 19,Home,Registrations,0
Camden,E09000007,Week 24,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 24,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 24,COVID 19,Hospital,Occurrences,0
Camden,E09000007,Week 24,COVID 19,Hospital,Registrations,0
Camden,E09000007,Week 24,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 24,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 25,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 25,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 25,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 25,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 25,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 25,COVID 19,Home,Registrations,0
Camden,E09000007,Week 25,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 25,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 25,COVID 19,Hospital,Occurrences,0
Camden,E09000007,Week 25,COVID 19,Hospital,Registrations,1
Camden,E09000007,Week 25,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 25,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 26,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 26,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 26,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 26,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 26,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 26,COVID 19,Home,Registrations,0
Camden,E09000007,Week 26,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 26,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 26,COVID 19,Hospital,Occurrences,0
Camden,E09000007,Week 26,COVID 19,Hospital,Registrations,0
Camden,E09000007,Week 26,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 26,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 27,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 27,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 27,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 27,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 27,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 27,COVID 19,Home,Registrations,0
Camden,E09000007,Week 27,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 27,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 27,COVID 19,Hospital,Occurrences,0
Camden,E09000007,Week 27,COVID 19,Hospital,Registrations,0
Camden,E09000007,Week 27,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 27,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 28,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 28,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 28,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 28,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 28,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 28,COVID 19,Home,Registrations,0
Camden,E09000007,Week 28,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 28,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 28,COVID 19,Hospital,Occurrences,1
Camden,E09000007,Week 28,COVID 19,Hospital,Registrations,1
Camden,E09000007,Week 28,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 28,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 29,COVID 19,Care home,Occurrences,1
Camden,E09000007,Week 29,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 29,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 29,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 29,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 29,COVID 19,Home,Registrations,0
Camden,E09000007,Week 29,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 29,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 29,COVID 19,Hospital,Occurrences,0
Camden,E09000007,Week 29,COVID 19,Hospital,Registrations,0
Camden,E09000007,Week 29,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 29,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 3,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 3,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 3,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 3,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 3,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 3,COVID 19,Home,Registrations,0
Camden,E09000007,Week 3,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 3,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 3,COVID 19,Hospital,Occurrences,0
Camden,E09000007,Week 3,COVID 19,Hospital,Registrations,0
Camden,E09000007,Week 3,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 3,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 30,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 30,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 30,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 30,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 30,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 30,COVID 19,Home,Registrations,0
Camden,E09000007,Week 30,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 30,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 30,COVID 19,Hospital,Occurrences,0
Camden,E09000007,Week 30,COVID 19,Hospital,Registrations,0
Camden,E09000007,Week 30,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 30,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 31,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 31,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 31,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 31,COVID 19,Elsewhere,Registrations,1
Camden,E09000007,Week 31,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 31,COVID 19,Home,Registrations,0
Camden,E09000007,Week 31,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 31,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 31,COVID 19,Hospital,Occurrences,0
Camden,E09000007,Week 31,COVID 19,Hospital,Registrations,0
Camden,E09000007,Week 31,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 31,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 32,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 32,COVID 19,Care home,Registrations,1
Camden,E09000007,Week 32,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 32,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 32,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 32,COVID 19,Home,Registrations,0
Camden,E09000007,Week 32,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 32,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 32,COVID 19,Hospital,Occurrences,0
Camden,E09000007,Week 32,COVID 19,Hospital,Registrations,0
Camden,E09000007,Week 32,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 32,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 33,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 33,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 33,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 33,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 33,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 33,COVID 19,Home,Registrations,0
Camden,E09000007,Week 33,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 33,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 33,COVID 19,Hospital,Occurrences,0
Camden,E09000007,Week 33,COVID 19,Hospital,Registrations,0
Camden,E09000007,Week 33,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 33,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 34,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 34,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 34,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 34,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 34,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 34,COVID 19,Home,Registrations,0
Camden,E09000007,Week 34,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 34,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 34,COVID 19,Hospital,Occurrences,0
Camden,E09000007,Week 34,COVID 19,Hospital,Registrations,0
Camden,E09000007,Week 34,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 34,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 35,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 35,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 35,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 35,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 35,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 35,COVID 19,Home,Registrations,0
Camden,E09000007,Week 35,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 35,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 35,COVID 19,Hospital,Occurrences,0
Camden,E09000007,Week 35,COVID 19,Hospital,Registrations,0
Camden,E09000007,Week 35,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 35,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 36,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 36,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 36,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 36,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 36,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 36,COVID 19,Home,Registrations,0
Camden,E09000007,Week 36,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 36,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 36,COVID 19,Hospital,Occurrences,0
Camden,E09000007,Week 36,COVID 19,Hospital,Registrations,0
Camden,E09000007,Week 36,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 36,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 37,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 37,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 37,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 37,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 37,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 37,COVID 19,Home,Registrations,0
Camden,E09000007,Week 37,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 37,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 37,COVID 19,Hospital,Occurrences,0
Camden,E09000007,Week 37,COVID 19,Hospital,Registrations,0
Camden,E09000007,Week 37,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 37,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 38,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 38,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 38,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 38,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 38,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 38,COVID 19,Home,Registrations,0
Camden,E09000007,Week 38,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 38,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 38,COVID 19,Hospital,Occurrences,0
Camden,E09000007,Week 38,COVID 19,Hospital,Registrations,0
Camden,E09000007,Week 38,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 38,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 39,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 39,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 39,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 39,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 39,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 39,COVID 19,Home,Registrations,0
Camden,E09000007,Week 39,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 39,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 39,COVID 19,Hospital,Occurrences,0
Camden,E09000007,Week 39,COVID 19,Hospital,Registrations,0
Camden,E09000007,Week 39,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 39,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 4,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 4,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 4,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 4,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 4,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 4,COVID 19,Home,Registrations,0
Camden,E09000007,Week 4,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 4,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 4,COVID 19,Hospital,Occurrences,0
Camden,E09000007,Week 4,COVID 19,Hospital,Registrations,0
Camden,E09000007,Week 4,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 4,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 40,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 40,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 40,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 40,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 40,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 40,COVID 19,Home,Registrations,0
Camden,E09000007,Week 40,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 40,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 40,COVID 19,Hospital,Occurrences,1
Camden,E09000007,Week 40,COVID 19,Hospital,Registrations,1
Camden,E09000007,Week 40,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 40,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 41,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 41,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 41,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 41,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 41,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 41,COVID 19,Home,Registrations,0
Camden,E09000007,Week 41,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 41,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 41,COVID 19,Hospital,Occurrences,0
Camden,E09000007,Week 41,COVID 19,Hospital,Registrations,0
Camden,E09000007,Week 41,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 41,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 42,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 42,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 42,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 42,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 42,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 42,COVID 19,Home,Registrations,0
Camden,E09000007,Week 42,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 42,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 42,COVID 19,Hospital,Occurrences,0
Camden,E09000007,Week 42,COVID 19,Hospital,Registrations,0
Camden,E09000007,Week 42,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 42,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 43,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 43,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 43,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 43,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 43,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 43,COVID 19,Home,Registrations,0
Camden,E09000007,Week 43,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 43,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 43,COVID 19,Hospital,Occurrences,2
Camden,E09000007,Week 43,COVID 19,Hospital,Registrations,2
Camden,E09000007,Week 43,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 43,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 44,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 44,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 44,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 44,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 44,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 44,COVID 19,Home,Registrations,0
Camden,E09000007,Week 44,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 44,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 44,COVID 19,Hospital,Occurrences,0
Camden,E09000007,Week 44,COVID 19,Hospital,Registrations,0
Camden,E09000007,Week 44,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 44,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 45,COVID 19,Care home,Occurrences,0
Camden,E09000007,Week 45,COVID 19,Care home,Registrations,0
Camden,E09000007,Week 45,COVID 19,Elsewhere,Occurrences,0
Camden,E09000007,Week 45,COVID 19,Elsewhere,Registrations,0
Camden,E09000007,Week 45,COVID 19,Home,Occurrences,0
Camden,E09000007,Week 45,COVID 19,Home,Registrations,0
Camden,E09000007,Week 45,COVID 19,Hospice,Occurrences,0
Camden,E09000007,Week 45,COVID 19,Hospice,Registrations,0
Camden,E09000007,Week 45,COVID 19,Hospital,Occurrences,0
Camden,E09000007,Week 45,COVID 19,Hospital,Registrations,0
Camden,E09000007,Week 45,COVID 19,Other communal establishment,Occurrences,0
Camden,E09000007,Week 45,COVID 19,Other communal establishment,Registrations,0
Camden,E09000007,Week 46,COVID 19,Care home,Occurrences,0
